	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address	googleMaps_lat_long	googleMaps_clean_address
410	Pleasant Mound	Church	8301 Bruton Road	Dallas	TX	75217-1905	21-22 Project Transformation ACTX	1		2		13			8301 Bruton Road, Dallas, TX 75217-1905	(32.7500328, -96.67806519999999)	8301 Bruton Rd, Dallas, TX 75217, USA
411	The River Conference	Church	3930 Boulder Dr. 	Dallas	TX	75233-3116	21-22 Project Transformation ACTX		1.0			14			3930 Boulder Dr., Dallas, TX 75233-3116	(32.6949043, -96.8736701)	3930 Boulder Dr, Dallas, TX 75233, USA
412	Walnut Hill Church	Church	10066 Marsh Lane	Dallas	TX	75229-6065	21-22 Project Transformation ACTX			0		9	0		10066 Marsh Lane, Dallas, TX 75229-6065	(32.8832341, -96.8554044)	10066 Marsh Ln, Dallas, TX 75229, USA
413	St. Philip's United Methodist	Church	3717 Broadway Blvd.	Garland	TX	75043-1612	21-22 Project Transformation ACTX					9			3717 Broadway Blvd., Garland, TX 75043-1612	(32.86925799999999, -96.61178609999999)	3717 Broadway Blvd, Garland, TX 75043, USA
414	Bayles Elementary School	Education-K thru 12	2444 Telegraph Ave	DALLAS	TX	75228-5819	21-22 Reading Partners ACTX	2							2444 Telegraph Ave, DALLAS, TX 75228-5819	(32.8008075, -96.70552579999999)	2444 Telegraph Ave, Dallas, TX 75228, USA
415	Como Elementary School	Education-K thru 12	4000 Horne St	FORT WORTH	TX	76107-6915	21-22 Reading Partners ACTX	1							4000 Horne St, FORT WORTH, TX 76107-6915	(32.7214218, -97.4096311)	4000 Horne St, Fort Worth, TX 76107, USA
416	David G Burnet Elementary School	Education-K thru 12	3200 Kinkaid Dr	DALLAS	TX	 75220-1623	21-22 Reading Partners ACTX	2							3200 Kinkaid Dr, DALLAS, TX 75220-1623	(32.8765464, -96.8685655)	3200 Kinkaid Dr, Dallas, TX 75220, USA
417	Eduardo Mata Elementary School School	Education-K thru 12	7420 La Vista	DALLAS	TX	75214-4230	21-22 Reading Partners ACTX	2							7420 La Vista, DALLAS, TX 75214-4230	(32.8065962, -96.73145579999999)	7420 La Vista Dr, Dallas, TX 75214, USA
418	George Clarke Elementary School	Education-K thru 12	3300 South Henderson St	FORT WORTH	TX	76110-6799	21-22 Reading Partners ACTX	2							3300 South Henderson St, FORT WORTH, TX 76110-6799	(32.7020737, -97.338976)	3300 S Henderson St, Fort Worth, TX 76110, USA
419	Heights Preparatory	Education-K thru 12	2650 Canada Dr	DALLAS	TX	75212-1517	21-22 Reading Partners ACTX	2							2650 Canada Dr, DALLAS, TX 75212-1517	(32.7921745, -96.8652058)	2650 Canada Dr, Dallas, TX 75212, USA
420	J N Ervin Elementary School School	Education-K thru 12	3722 Black Oak Dr	DALLAS	TX	75241-3307	21-22 Reading Partners ACTX	2							3722 Black Oak Dr, DALLAS, TX 75241-3307	(32.6798868, -96.7625316)	3722 Black Oak Dr, Dallas, TX 75241, USA
421	Jill Stone Elementary School At Vickery Meadow	Education-K thru 12	6606 Ridgecrest Rd	DALLAS	TX	75231-7002	21-22 Reading Partners ACTX	2							6606 Ridgecrest Rd, DALLAS, TX 75231-7002	(32.8652971, -96.74942019999999)	6606 Ridgecrest Rd, Dallas, TX 75231, USA
422	John T White Elementary School	Education-K thru 12	7300 John T White Rd	FORT WORTH	TX	76120-0000	21-22 Reading Partners ACTX	2							7300 John T White Rd, FORT WORTH, TX 76120-0000	(32.7651949, -97.1981385)	7300 John T White Rd, Fort Worth, TX 76120, USA
423	K B Polk Center For Academically Talented	Education-K thru 12	6911 Victoria Ave	DALLAS	TX	75209-3640	21-22 Reading Partners ACTX	2							6911 Victoria Ave, DALLAS, TX 75209-3640	(32.8423401, -96.8314858)	6911 Victoria Ave, Dallas, TX 75209, USA
424	L L Hotchkiss Elementary School	Education-K thru 12	6929 Town North Dr	DALLAS	TX	75231-8117	21-22 Reading Partners ACTX	2							6929 Town North Dr, DALLAS, TX 75231-8117	(32.8588477, -96.7413497)	6929 Town N Dr, Dallas, TX 75231, USA
425	Leonides Gonzalez Cigarroa Md Elementary School	Education-K thru 12	9990 Webb Chapel Rd	DALLAS	TX	75220-0000	21-22 Reading Partners ACTX	2							9990 Webb Chapel Rd, DALLAS, TX 75220-0000	(32.8800388, -96.864837)	9990 Webb Chapel Rd, Dallas, TX 75220, USA
426	Maude I Logan Elementary School	Education-K thru 12	2300 Dillard St	FORT WORTH	TX	76105-3898	21-22 Reading Partners ACTX	2							2300 Dillard St, FORT WORTH, TX 76105-3898	(32.722221, -97.2434577)	2300 Dillard St, Fort Worth, TX 76105, USA
427	Mitchell Boulevard Elementary School	Education-K thru 12	3601 Mitchell Blvd	FORT WORTH	TX	76105-5215	21-22 Reading Partners ACTX	2							3601 Mitchell Blvd, FORT WORTH, TX 76105-5215	(32.7091192, -97.2877955)	3601 Mitchell Blvd, Fort Worth, TX 76105, USA
428	Mount Auburn Elementary School	Education-K thru 12	6012 East Grand Ave	DALLAS	TX	75223-1423	21-22 Reading Partners ACTX	2							6012 East Grand Ave, DALLAS, TX 75223-1423	(32.7960059, -96.74387949999999)	6012 E Grand Ave, Dallas, TX 75223, USA
429	Stephen C Foster Elementary School	Education-K thru 12	3700 Clover Ln	DALLAS	TX	75220-3610	21-22 Reading Partners ACTX	2							3700 Clover Ln, DALLAS, TX 75220-3610	(32.87030379999999, -96.85440299999999)	3700 Clover Ln, Dallas, TX 75220, USA
430	Tom C Gooch Elementary School	Education-K thru 12	4030 Calculus Rd	DALLAS	TX	75244-7215	21-22 Reading Partners ACTX	2							4030 Calculus Rd, DALLAS, TX 75244-7215	(32.9166992, -96.8448781)	4030 Calculus Dr, Dallas, TX 75244, USA
431	Reading Partners Regional Dallas Office	Nonprofit	2910 Swiss Ave	DALLAS	TX	75204-5962	21-22 Reading Partners ACTX	10							2910 Swiss Ave, DALLAS, TX 75204-5962	(32.7884901, -96.7855234)	2910 Swiss Ave, Dallas, TX 75204, USA
432	Ascend Preparatory Middle School	Education-K thru 12	3301 Turf Paradise Pkwy	Fort Worth	TX	76140	21-22 Relay ACTX	1							3301 Turf Paradise Pkwy, Fort Worth, TX 76140	(32.6354662, -97.27060619999999)	3301 Turf Paradise Pkwy, Fort Worth, TX 76140, USA
433	Ascend Preparatory Primary School	Education-K thru 12	3301 Turf Paradise Pkwy	Fort Worth	TX	76140	21-22 Relay ACTX	1							3301 Turf Paradise Pkwy, Fort Worth, TX 76140	(32.6354662, -97.27060619999999)	3301 Turf Paradise Pkwy, Fort Worth, TX 76140, USA
434	Chapel Hill Academy Charter School	Education-K thru 12	4640 Sycamore School Rd	Fort Worth	TX	76133	21-22 Relay ACTX	1							4640 Sycamore School Rd, Fort Worth, TX 76133	(32.6340121, -97.39209509999999)	4640 Sycamore School Rd, Fort Worth, TX 76133, USA
435	Destiny Elementary	Education-K thru 12	3663 W Camp Wisdom Rd	Dallas	TX	75237	21-22 Relay ACTX	1							3663 W Camp Wisdom Rd, Dallas, TX 75237	(32.6636476, -96.8793213)	3663 W Camp Wisdom Rd, Dallas, TX 75237, USA
436	Elevate Preparatory Primary 	Education-K thru 12	10800 Chapin Road	Fort Worth	TX	76108 	21-22 Relay ACTX	2							10800 Chapin Road, Fort Worth, TX 76108	(32.7346144, -97.51642)	10800 Chapin Rd, Fort Worth, TX 76108, USA
437	Elevate Preparatory Middle 	Education-K thru 12	10800 Chapin Road 	Fort Worth	TX	76008	21-22 Relay ACTX	1							10800 Chapin Road, Fort Worth, TX 76008	(32.7346144, -97.51642)	10800 Chapin Rd, Fort Worth, TX 76108, USA
438	Hampton Preparatory Middle School	Education-K thru 12	8915 S Hampton Rd	Dallas	TX	75232	21-22 Relay ACTX	1							8915 S Hampton Rd, Dallas, TX 75232	(32.6395438, -96.858302)	8915 S Hampton Rd, Dallas, TX 75237, USA
439	Heights Preparatory Middle School	Education-K thru 12	2650 Canada Dr	Dallas	TX	75212	21-22 Relay ACTX	1							2650 Canada Dr, Dallas, TX 75212	(32.7921745, -96.8652058)	2650 Canada Dr, Dallas, TX 75212, USA
440	Heights Preparatory Primary	Education-K thru 12	2202 Calypso St, Dallas	Dallas	TX	75212	21-22 Relay ACTX	4							2202 Calypso St, Dallas, Dallas, TX 75212	(32.7906701, -96.85750619999999)	2202 Calypso St, Dallas, TX 75212, USA
441	Infinity Preparatory High	Education-K thru 12	1401 S Macarthur Blvd	Irving	TX	75060	21-22 Relay ACTX	1							1401 S Macarthur Blvd, Irving, TX 75060	(32.7999746, -96.9600006)	1401 S MacArthur Blvd, Irving, TX 75060, USA
442	Lee Preparatory Primary (Delmas Morton)	Education-K thru 12	401 East Grand Prairie Road 	Grand Prairie	TX	75051	21-22 Relay ACTX	1							401 East Grand Prairie Road, Grand Prairie, TX 75051	(32.7416822, -96.99827529999999)	401 E Grand Prairie Rd, Grand Prairie, TX 75051, USA
443	IDEA Achieve College Prep	Education-K thru 12	1900 Thomas Rd	Haltom City	TX	76117	21-22 Relay ACTX	1							1900 Thomas Rd, Haltom City, TX 76117	(32.7883952, -97.2636557)	1900 Thomas Rd, Haltom City, TX 76117, USA
444	IDEA Edgecliff	Education-K thru 12	1640 Altamesa Blvd	Fort Worth	TX	76134	21-22 Relay ACTX	2							1640 Altamesa Blvd, Fort Worth, TX 76134	(32.6495126, -97.34346959999999)	1640 Altamesa Blvd, Fort Worth, TX 76134, USA
445	Infinity Preparatory High	Education-K thru 12	1401 S Macarthur Blvd,	Irving	TX	75060	21-22 Relay ACTX	1							1401 S Macarthur Blvd,, Irving, TX 75060	(32.7999746, -96.9600006)	1401 S MacArthur Blvd, Irving, TX 75060, USA
446	KIPP Destiny Elementary	Education-K thru 12	3663 W Camp Wisdom Rd	Dallas	TX	75237	21-22 Relay ACTX	1							3663 W Camp Wisdom Rd, Dallas, TX 75237	(32.6636476, -96.8793213)	3663 W Camp Wisdom Rd, Dallas, TX 75237, USA
447	Kipp Oak Cliff Academy	Education-K thru 12	 3200 S Lancaster Rd	Dallas	TX	75216	21-22 Relay ACTX	1							3200 S Lancaster Rd, Dallas, TX 75216	(32.7093334, -96.8007517)	3200 S Lancaster Rd, Dallas, TX 75216, USA
448	Luna Preparatory Middle School	Education-K thru 12	2625 Elm St	Dallas	TX	75226	21-22 Relay ACTX	1							2625 Elm St, Dallas, TX 75226	(32.7846375, -96.7853777)	2625 Elm St, Dallas, TX 75226, USA
449	Mighty Preparatory Middle School	Education-K thru 12	3700 Mighty Mite Dr. 	Fort Worth	TX	76105	21-22 Relay ACTX	2							3700 Mighty Mite Dr., Fort Worth, TX 76105	(32.7095865, -97.2820198)	3700 Mighty Mite Dr, Fort Worth, TX 76105, USA
450	Peak Preparatory Middle	Education-K thru 12	4600 Bryan Street 	Dallas	TX	75204	21-22 Relay ACTX	1							4600 Bryan Street, Dallas, TX 75204	(32.8014377, -96.7757974)	4600 Bryan St, Dallas, TX 75204, USA
451	Pinnacle Preparatory Primary	Education-K thru 12	2510 S Vernon Ave	Dallas	TX	75224	21-22 Relay ACTX	2							2510 S Vernon Ave, Dallas, TX 75224	(32.7214378, -96.8361468)	2510 S Vernon Ave, Dallas, TX 75224, USA
452	Pleasant Grove	Education-K thru 12	2200 N St Augustine Dr	Dallas	TX	75227	21-22 Relay ACTX	1							2200 N St Augustine Dr, Dallas, TX 75227	(32.750126, -96.6562951)	2200 N St Augustine Rd, Dallas, TX 75227, USA
453	Summit International Preparatory Middle School	Education-K thru 12	1305 N Center St	Arlington	TX	76011	21-22 Relay ACTX	3							1305 N Center St, Arlington, TX 76011	(32.7545883, -97.1022921)	1305 N Center St, Arlington, TX 76011, USA
454	Truth Elementary	Education-K thru 12	1545 S Ewing Ave	Dallas	TX	75216	21-22 Relay ACTX	2							1545 S Ewing Ave, Dallas, TX 75216	(32.7281194, -96.8127521)	1545 S Ewing Ave, Dallas, TX 75216, USA
455	Willams Preparatory High School	Education-K thru 12	1750 Viceroy Dr	Dallas	TX	75235	21-22 Relay ACTX	3							1750 Viceroy Dr, Dallas, TX 75235	(32.8353435, -96.8675128)	1750 Viceroy Dr, Dallas, TX 75235, USA
456	Unknown KIPP (Dallas)	Education-K thru 12		Dallas	TX		21-22 Relay ACTX	4									
457	Unknown DISD (Dallas)	Education-K thru 12		Dallas	TX		21-22 Relay ACTX	1									
458	Unknown Uplift (Dallas)	Education-K thru 12		Dallas	TX		21-22 Relay ACTX	2									
459	Wisdom Preparatory High	Education-K thru 12	301 W. Camp Wisdom Rd	Dallas	TX	75232	21-22 Relay ACTX	1							301 W. Camp Wisdom Rd, Dallas, TX 75232	(32.6648028, -96.8245068)	301 W Camp Wisdom Rd, Dallas, TX 75232, USA
460	3D Academy	Education-K thru 12	500 Tidwell Rd	Houston	TX	77022	21-22 Relay ACTX	3							500 Tidwell Rd, Houston, TX 77022	(29.8438537, -95.3694197)	500 Tidwell Rd, Houston, TX 77022, USA
461	Academy Middle School	Education-K thru 12	10711 Kipp Way St	Houston	TX	77099	21-22 Relay ACTX	2							10711 Kipp Way St, Houston, TX 77099	(29.66896059999999, -95.56529669999999)	10711 Kipp Way St, Houston, TX 77099, USA
462	Academy West	Education-K thru 12	8500 S Texas 6	Houston	TX	77083	21-22 Relay ACTX	2							8500 S Texas 6, Houston, TX 77083	(29.6863427, -95.64620579999999)	8500 S Texas 6, Houston, TX 77083, USA
463	Alexander Elementary School	Education-K thru 12	8500 Brookwulf Dr,	Houston	TX	77072	21-22 Relay ACTX	1							8500 Brookwulf Dr,, Houston, TX 77072	(29.6876042, -95.6079336)	8500 Brookwulf Dr, Houston, TX 77072, USA
464	Alief Middle School	Education-K thru 12	4415 Cook Rd	Houston	TX	77072	21-22 Relay ACTX	1							4415 Cook Rd, Houston, TX 77072	(29.70882, -95.5950611)	4415 Cook Rd, Houston, TX 77072, USA
465	Cedar Brook Elementary	Education-K thru 12	2121 Ojeman Rd	Houston	TX	77080	21-22 Relay ACTX	1							2121 Ojeman Rd, Houston, TX 77080	(29.8116554, -95.5036737)	2121 Ojeman Rd, Houston, TX 77080, USA
466	Chambers Elementary School	Education-K thru 12	10700 Carvel Ln,	Houston	TX	77072	21-22 Relay ACTX	1							10700 Carvel Ln,, Houston, TX 77072	(29.6977432, -95.5664908)	10700 Carvel Ln, Houston, TX 77072, USA
467	Chancellor Elementary School	Education-K thru 12	4350 Boone Rd	Houston	TX	77072	21-22 Relay ACTX	1							4350 Boone Rd, Houston, TX 77072	(29.7097757, -95.57688639999999)	4350 Boone Rd, Houston, TX 77072, USA
468	Climb Academy	Education-K thru 12	8805 Ferndale	Houston	TX	77017	21-22 Relay ACTX	1							8805 Ferndale, Houston, TX 77017	(29.6683897, -95.2594833)	8805 Ferndale, Houston, TX 77017, USA
469	Connect Middle School	Education-K thru 12	6700 Bellaire Blvd	Houston	TX	77074	21-22 Relay ACTX	2							6700 Bellaire Blvd, Houston, TX 77074	(29.7059163, -95.5019875)	6700 Bellaire Blvd, Houston, TX 77074, USA
470	Connect Primary	Education-K thru 12	6700 Bellaire Blvd	Houston	TX	77074	21-22 Relay ACTX	2							6700 Bellaire Blvd, Houston, TX 77074	(29.7059163, -95.5019875)	6700 Bellaire Blvd, Houston, TX 77074, USA
471	Courage College Prep	Education-K thru 12	2200 Ridgecrest Dr	Houston	TX	77055	21-22 Relay ACTX	1							2200 Ridgecrest Dr, Houston, TX 77055	(29.8133872, -95.49236479999999)	2200 Ridgecrest Dr, Houston, TX 77055, USA
472	Dream Prep	Education-K thru 12	500 Tidwell Rd	Houston	TX	77022	21-22 Relay ACTX	2							500 Tidwell Rd, Houston, TX 77022	(29.8438537, -95.3694197)	500 Tidwell Rd, Houston, TX 77022, USA
473	East End High School	Education-K thru 12	5402 Lawndale St	Houston	TX	77023	21-22 Relay ACTX	1							5402 Lawndale St, Houston, TX 77023	(29.7266083, -95.32286189999999)	5402 Lawndale St, Houston, TX 77023, USA
474	Explore Academy	Education-K thru 12	5402 Lawndale St	Houston	TX	77023	21-22 Relay ACTX	3							5402 Lawndale St, Houston, TX 77023	(29.7266083, -95.32286189999999)	5402 Lawndale St, Houston, TX 77023, USA
475	Hearne Elementary School	Education-K thru 12	13939 Rio Bonito Rd	Houston	TX	77083	21-22 Relay ACTX	2							13939 Rio Bonito Rd, Houston, TX 77083	(29.7080662, -95.6327685)	13939 Rio Bonito Rd, Houston, TX 77083, USA
476	Hicks Elementary School	Education-K thru 12	8520 Hemlock Hill Dr	Houston	TX	77083	21-22 Relay ACTX	1							8520 Hemlock Hill Dr, Houston, TX 77083	(29.6866989, -95.62825749999999)	8520 Hemlock Hill Dr, Houston, TX 77083, USA
477	Hunters Creek Elementary School	Education-K thru 12	10650 Beinhorn Rd	Houston	TX	77024	21-22 Relay ACTX	1							10650 Beinhorn Rd, Houston, TX 77024	(29.7787464, -95.4971175)	10650 Beinhorn Rd, Houston, TX 77024, USA
478	Kennedy Elementary School	Education-K thru 12	10200 Huntington Pl Dr	Houston	TX	77099	21-22 Relay ACTX	1							10200 Huntington Pl Dr, Houston, TX 77099	(29.6720532, -95.60226879999999)	10200 Huntington Pl Dr, Houston, TX 77099, USA
479	Legacy Preparatory School	Education-K thru 12	9606 Mesa Dr	Houston	TX	77078	21-22 Relay ACTX	4							9606 Mesa Dr, Houston, TX 77078	(29.851443, -95.26126130000002)	9606 Mesa Dr, Houston, TX 77078, USA
480	Liberation College Preparatory	Education-K thru 12	5400 Martin Luther King Blvd	Houston	TX	77021	21-22 Relay ACTX	2							5400 Martin Luther King Blvd, Houston, TX 77021	(29.7010822, -95.3359763)	5400 Martin Luther King Blvd, Houston, TX 77021, USA
481	Mahanay Elementary School	Education-K thru 12	13215 High Star Dr	Houston	TX	77083	21-22 Relay ACTX	1							13215 High Star Dr, Houston, TX 77083	(29.7098251, -95.615816)	13215 High Star Dr, Houston, TX 77083, USA
482	Meadow Wood Elementary School	Education-K thru 12	14230 Memorial Dr	Houston	TX	77079	21-22 Relay ACTX	1							14230 Memorial Dr, Houston, TX 77079	(29.7715035, -95.5965317)	14230 Memorial Dr, Houston, TX 77079, USA
483	Mosaic Primary	Education-K thru 12	12751 Hillcroft Ave	Houston	TX	77085	21-22 Relay ACTX	2							12751 Hillcroft Ave, Houston, TX 77085	(29.6357321, -95.4929106)	12751 Hillcroft Ave, Houston, TX 77085, USA
484	Mosaic Academy	Education-K thru 12	12751 Hillcroft Ave	Houston	TX	77085	21-22 Relay ACTX	1							12751 Hillcroft Ave, Houston, TX 77085	(29.6357321, -95.4929106)	12751 Hillcroft Ave, Houston, TX 77085, USA
485	Nexus Middle School	Education-K thru 12	4211 Watonga Blvd	Houston	TX	77092	21-22 Relay ACTX	1							4211 Watonga Blvd, Houston, TX 77092	(29.82926029999999, -95.45951570000001)	4211 Watonga Blvd, Houston, TX 77092, USA
486	Nexus Primary	Education-K thru 12	4211 Watonga Blvd	Houston	TX	77092	21-22 Relay ACTX	2							4211 Watonga Blvd, Houston, TX 77092	(29.82926029999999, -95.45951570000001)	4211 Watonga Blvd, Houston, TX 77092, USA
487	Yes Prep Northwest	Education-K thru 12	14741 Yorktown Plaza Dr	Houston	TX	77040	21-22 Relay ACTX	1							14741 Yorktown Plaza Dr, Houston, TX 77040	(29.86418149999999, -95.54310819999999)	14741 Yorktown Plaza Dr, Houston, TX 77040, USA
488	Peace Elementary School	Education-K thru 12	5400 Martin Luther King Blvd	Houston	TX	77021	21-22 Relay ACTX	2							5400 Martin Luther King Blvd, Houston, TX 77021	(29.7010822, -95.3359763)	5400 Martin Luther King Blvd, Houston, TX 77021, USA
489	SHARP College Prep	Education-K thru 12	8430 Westglen Drive	Houston	TX	77063	21-22 Relay ACTX	2							8430 Westglen Drive, Houston, TX 77063	(29.7249906, -95.5122756)	8430 Westglen Dr, Houston, TX 77063, USA
490	Sharpstown College Prep	Education-K thru 12	8440 Westpark Drive	Houston	TX	77063	21-22 Relay ACTX	1							8440 Westpark Drive, Houston, TX 77063	(29.722814, -95.51260769999999)	8440 Westpark Dr, Houston, TX 77063, USA
491	Shotwell MS	Education-K thru 12	6515 Trail Valley Way	Houston	TX	77086	21-22 Relay ACTX	2							6515 Trail Valley Way, Houston, TX 77086	(29.9284412, -95.4822204)	6515 Trail Valley Way, Houston, TX 77086, USA
492	Sneed Elementary	Education-K thru 12	9855 Pagewood Ln	Houston	TX	77042	21-22 Relay ACTX	1							9855 Pagewood Ln, Houston, TX 77042	(29.7246283, -95.54483049999999)	9855 Pagewood Ln, Houston, TX 77042, USA
493	Spring Woods Middle School	Education-K thru 12	9810 Neuens Rd	Houston	TX	77080	21-22 Relay ACTX	1							9810 Neuens Rd, Houston, TX 77080	(29.8072211, -95.5322016)	9810 Neuens Rd, Houston, TX 77080, USA
494	Stephens Elementary	Education-K thru 12	2402 Aldine Mail Rte Rd	Houston	TX	77039	21-22 Relay ACTX	2							2402 Aldine Mail Rte Rd, Houston, TX 77039	(29.90159049999999, -95.3480823)	2402 Aldine Mail Rte Rd, Houston, TX 77039, USA
495	Sunnyside High School	Education-K thru 12	11000 Scott St	Houston	TX	77047	21-22 Relay ACTX	1							11000 Scott St, Houston, TX 77047	(29.6380746, -95.3705236)	11000 Scott St, Houston, TX 77047, USA
496	Unity Primary	Education-K thru 12	8500 S Texas 6	Houston	TX	77083	21-22 Relay ACTX	2							8500 S Texas 6, Houston, TX 77083	(29.6863427, -95.64620579999999)	8500 S Texas 6, Houston, TX 77083, USA
497	Unknown Aldine ISD (Houston)	Education-K thru 12		Houston	TX		21-22 Relay ACTX	4									
498	Unknown Alief ISD (Houston)	Education-K thru 12		Houston	TX		21-22 Relay ACTX	4									
499	Unknown KIPP (Houston)	Education-K thru 12		Houston	TX		21-22 Relay ACTX	30									
500	Unknown Spring Branch ISD (Houston)	Education-K thru 12		Houston	TX		21-22 Relay ACTX	4									
501	Zenith Academy	Education-K thru 12	11000 Scott St	Houston	TX	77047	21-22 Relay ACTX	2							11000 Scott St, Houston, TX 77047	(29.6380746, -95.3705236)	11000 Scott St, Houston, TX 77047, USA
502	Carver	Education-K thru 12	217 Robinson Pl	San Antonio	TX	78202	21-22 Relay ACTX	7							217 Robinson Pl, San Antonio, TX 78202	(29.4220099, -98.4724574)	217 Robinson Pl, San Antonio, TX 78202, USA
503	Compass Rose Academy Legacy Campus	Education-K thru 12	8005 Outer Circle Rd	San Antonio	TX	78234	21-22 Relay ACTX	3							8005 Outer Circle Rd, San Antonio, TX 78234	(29.3444778, -98.446442)	8005 Outer Circle Rd, San Antonio, TX 78234, USA
504	Esperanza	Education-K thru 12	239 Stark St	San Antonio	TX	78204	21-22 Relay ACTX	2							239 Stark St, San Antonio, TX 78204	(29.4080868, -98.50654379999999)	239 Stark St, San Antonio, TX 78204, USA
505	Ingram Hills	Education-K thru 12	3115 Majestic Dr	San Antonio	TX	78228	21-22 Relay ACTX	3							3115 Majestic Dr, San Antonio, TX 78228	(29.468657, -98.59506119999999)	3115 Majestic Dr, San Antonio, TX 78228, USA
506	Ogden Elementary School	Education-K thru 12	2215 Leal St	San Antonio	TX	78207	21-22 Relay ACTX	3							2215 Leal St, San Antonio, TX 78207	(29.437249, -98.5366985)	2215 Leal St, San Antonio, TX 78207, USA
507	Ollie Perry Storm Elementary School (Storm)	Education-K thru 12	435 Brady Blvd	San Antonio	TX	78207	21-22 Relay ACTX	1							435 Brady Blvd, San Antonio, TX 78207	(29.4027562, -98.5286332)	435 Brady Blvd, San Antonio, TX 78207, USA
508	South Flores Academy	Education-K thru 12	 6919 S Flores St	San Antonio	TX	78221	21-22 Relay ACTX	2							6919 S Flores St, San Antonio, TX 78221	(29.3506507, -98.48956299999999)	6919 S Flores St, San Antonio, TX 78221, USA
509	Alamo	Education-K thru 12	325 Kansas Rd	Alamo	TX	78516	21-22 Relay ACTX	1							325 Kansas Rd, Alamo, TX 78516	(26.1999154, -98.1018171)	325 Kansas Rd, Alamo, TX 78516, USA
510	IDEA Amber Creek	Education-K thru 12	10170 Kriewald Rd	San Antonio	TX	78245	21-22 Relay ACTX	1							10170 Kriewald Rd, San Antonio, TX 78245	(29.39038699999999, -98.68881290000002)	10170 Kriewald Rd, San Antonio, TX 78245, USA
511	IDEA Burke	Education-K thru 12	10434 Marbach Rd	San Antonio	TX	78245	21-22 Relay ACTX	2							10434 Marbach Rd, San Antonio, TX 78245	(29.416428, -98.696068)	10434 Marbach Rd, San Antonio, TX 78245, USA
512	IDEA Eastside	Education-K thru 12	2519 Martin Luther King Dr	San Antonio	TX	78203	21-22 Relay ACTX	1							2519 Martin Luther King Dr, San Antonio, TX 78203	(29.4146722, -98.4443768)	2519 Martin Luther King Dr, San Antonio, TX 78203, USA
513	IDEA Health Professions CP	Education-K thru 12	5816 Wilcab	Austin	TX	78721	21-22 Relay ACTX	1							5816 Wilcab, Austin, TX 78721	(30.2736873, -97.67595349999999)	5816 Wilcab Rd, Austin, TX 78721, USA
514	IDEA Horizon Vista	Education-K thru 12	201 Horizon Crossing St	Horizon City	TX	79928	21-22 Relay ACTX	1							201 Horizon Crossing St, Horizon City, TX 79928	(31.6790687, -106.2074893)	201 Horizon Crossing St, Horizon City, TX 79928, USA
515	IDEA Mays	Education-K thru 12	1210 Horal Dr	San Antonio	TX	78227	21-22 Relay ACTX	3							1210 Horal Dr, San Antonio, TX 78227	(29.4229515, -98.65339809999999)	1210 Horal Dr, San Antonio, TX 78227, USA
516	IDEA Monterrey Park	Education-K thru 12	222 SW 39th St,	San Antonio	TX	78237	21-22 Relay ACTX	2							222 SW 39th St,, San Antonio, TX 78237	(29.431314, -98.57785349999999)	222 SW 39th St, San Antonio, TX 78237, USA
517	IDEA Pflugerville	Education-K thru 12	1901 E Wells Branch Pkwy	Pflugerville	TX	78660	21-22 Relay ACTX	1							1901 E Wells Branch Pkwy, Pflugerville, TX 78660	(30.4245251, -97.6272125)	1901 E Wells Branch Pkwy, Pflugerville, TX 78660, USA
518	IDEA Owassa	Education-K thru 12	1000 E Owassa Rd	Pharr	TX	78577	21-22 Relay ACTX	1							1000 E Owassa Rd, Pharr, TX 78577	(26.2456219, -98.16384889999999)	1000 E Owassa Rd, Pharr, TX 78577, USA
519	IDEA Walzem	Education-K thru 12	6445 Walzem Rd	San Antonio	TX	78239	21-22 Relay ACTX	2							6445 Walzem Rd, San Antonio, TX 78239	(29.5032318, -98.36164409999999)	6445 Walzem Rd, San Antonio, TX 78239, USA
520	College Preparatory Mission	Education-K thru 12	1600 N Schuerbach Rd	Mission	TX	78572	21-22 Relay ACTX	2							1600 N Schuerbach Rd, Mission, TX 78572	(26.2449323, -98.35610489999999)	1600 N Schuerbach Rd, Mission, TX 78574, USA
521	College Prep-San Juan	Education-K thru 12	600 E Sioux Rd	San Juan	TX	78589	21-22 Relay ACTX	3							600 E Sioux Rd, San Juan, TX 78589	(26.2145827, -98.1414516)	600 E Sioux Rd, San Juan, TX 78589, USA
522	Corpus Christi College Prep HS	Education-K thru 12	4613 S Padre Island Dr	Corpus Christi	TX	78411	21-22 Relay ACTX	1							4613 S Padre Island Dr, Corpus Christi, TX 78411	(27.7159033, -97.3883372)	4613 S Padre Island Dr, Corpus Christi, TX 78411, USA
523	Edgemere	Education-K thru 12	15101 Edgemere Blvd	El Paso	TX	79938	21-22 Relay ACTX	2							15101 Edgemere Blvd, El Paso, TX 79938	(31.7994202, -106.1952545)	15101 Edgemere Blvd, El Paso, TX 79938, USA
